,Jeux,Discipline,Épreuve,Phase,Genre,Lieu,Session,latitude,longitude,ville,capacité,Enjeu,Catégorie_First,Catégorie_A,Catégorie_B,Catégorie_C,Catégorie_D,Catégorie_E+,Catégorie_E,Catégorie_First_PFR,Catégorie_A_PFR,Catégorie_B_PFR,Date_Début,Heure_Début,Date_Fin,Heure_Fin
774,Olympiques,Cyclisme sur piste,Keirin,1/4 finale,Femmes,Vélodrome national,CTR05,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,08-08-2024,17:00,08-08-2024,19:55
775,Olympiques,Cyclisme sur piste,Omnium,course tempo 2/4,Hommes,Vélodrome national,CTR05,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,08-08-2024,17:00,08-08-2024,19:55
776,Olympiques,Cyclisme sur piste,Vitesse,1/4 finale,Hommes,Vélodrome national,CTR05,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,08-08-2024,17:00,08-08-2024,19:55
777,Olympiques,Cyclisme sur piste,Keirin,1/2 finales,Femmes,Vélodrome national,CTR05,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,08-08-2024,17:00,08-08-2024,19:55
778,Olympiques,Cyclisme sur piste,Omnium,course à l'élimination,Hommes,Vélodrome national,CTR05,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,08-08-2024,17:00,08-08-2024,19:55
779,Olympiques,Cyclisme sur piste,Keirin,finale 7-12,Femmes,Vélodrome national,CTR05,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,08-08-2024,17:00,08-08-2024,19:55
780,Olympiques,Cyclisme sur piste,Keirin,finale 1-6,Femmes,Vélodrome national,CTR05,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,08-08-2024,17:00,08-08-2024,19:55
781,Olympiques,Cyclisme sur piste,Omnium,course aux points 4/4,Hommes,Vélodrome national,CTR05,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,08-08-2024,17:00,08-08-2024,19:55
782,Olympiques,Cyclisme sur piste,Vitesse,places 5-8,Hommes,Vélodrome national,CTR05,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,08-08-2024,17:00,08-08-2024,19:55
783,Olympiques,Cyclisme sur piste,Vitesse,qualifications,Femmes,Vélodrome national,CTR06,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Qualifications,,180.0,125.0,65.0,24.0,,,,,,09-08-2024,14:00,09-08-2024,15:45
784,Olympiques,Cyclisme sur piste,Vitesse,1/2 finales,Hommes,Vélodrome national,CTR06,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Qualifications,,180.0,125.0,65.0,24.0,,,,,,09-08-2024,14:00,09-08-2024,15:45
785,Olympiques,Cyclisme sur piste,Vitesse,32e finale,Femmes,Vélodrome national,CTR06,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Qualifications,,180.0,125.0,65.0,24.0,,,,,,09-08-2024,14:00,09-08-2024,15:45
786,Olympiques,Cyclisme sur piste,Vitesse    32e finale,repêchages,Femmes,Vélodrome national,CTR06,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Qualifications,,180.0,125.0,65.0,24.0,,,,,,09-08-2024,14:00,09-08-2024,15:45
787,Olympiques,Cyclisme sur piste,Madison,finale,Femmes,Vélodrome national,CTR07,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,09-08-2024,18:00,09-08-2024,19:55
788,Olympiques,Cyclisme sur piste,Vitesse,16e finale,Femmes,Vélodrome national,CTR07,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,09-08-2024,18:00,09-08-2024,19:55
789,Olympiques,Cyclisme sur piste,Vitesse,finales,Hommes,Vélodrome national,CTR07,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,09-08-2024,18:00,09-08-2024,19:55
790,Olympiques,Cyclisme sur piste,Vitesse    16e finale,repêchages,Femmes,Vélodrome national,CTR07,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,09-08-2024,18:00,09-08-2024,19:55
791,Olympiques,Cyclisme sur piste,Vitesse,8e finale,Femmes,Vélodrome national,CTR08,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,10-08-2024,17:00,10-08-2024,19:50
792,Olympiques,Cyclisme sur piste,Keirin,1er tour,Hommes,Vélodrome national,CTR08,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,10-08-2024,17:00,10-08-2024,19:50
793,Olympiques,Cyclisme sur piste,Vitesse    8e finale,repêchages,Femmes,Vélodrome national,CTR08,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,10-08-2024,17:00,10-08-2024,19:50
794,Olympiques,Cyclisme sur piste,Madison,finale,Hommes,Vélodrome national,CTR08,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,10-08-2024,17:00,10-08-2024,19:50
795,Olympiques,Cyclisme sur piste,Vitesse,1/4 finale,Femmes,Vélodrome national,CTR08,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,10-08-2024,17:00,10-08-2024,19:50
796,Olympiques,Cyclisme sur piste,Keirin,repêchages,Hommes,Vélodrome national,CTR08,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,10-08-2024,17:00,10-08-2024,19:50
797,Olympiques,Cyclisme sur piste,Omnium,scratch 1/4,Femmes,Vélodrome national,CTR09,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,11-08-2024,11:00,11-08-2024,14:15
798,Olympiques,Cyclisme sur piste,Vitesse,1/2 finales,Femmes,Vélodrome national,CTR09,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,11-08-2024,11:00,11-08-2024,14:15
799,Olympiques,Cyclisme sur piste,Keirin,1/4 finale,Hommes,Vélodrome national,CTR09,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,11-08-2024,11:00,11-08-2024,14:15
800,Olympiques,Cyclisme sur piste,Omnium,course tempo 2/4,Femmes,Vélodrome national,CTR09,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,11-08-2024,11:00,11-08-2024,14:15
801,Olympiques,Cyclisme sur piste,Vitesse,places 5-8,Femmes,Vélodrome national,CTR09,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,11-08-2024,11:00,11-08-2024,14:15
802,Olympiques,Cyclisme sur piste,Keirin,1/2 finales,Hommes,Vélodrome national,CTR09,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,11-08-2024,11:00,11-08-2024,14:15
803,Olympiques,Cyclisme sur piste,Omnium,course à l'élimination,Femmes,Vélodrome national,CTR09,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,11-08-2024,11:00,11-08-2024,14:15
804,Olympiques,Cyclisme sur piste,Keirin,finale 7-12,Hommes,Vélodrome national,CTR09,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,11-08-2024,11:00,11-08-2024,14:15
805,Olympiques,Cyclisme sur piste,Keirin,finale 1-6,Hommes,Vélodrome national,CTR09,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,11-08-2024,11:00,11-08-2024,14:15
806,Olympiques,Cyclisme sur piste,Vitesse,finales,Femmes,Vélodrome national,CTR09,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,11-08-2024,11:00,11-08-2024,14:15
807,Olympiques,Cyclisme sur piste,Omnium,course aux points 4/4,Femmes,Vélodrome national,CTR09,48.788046,2.034987,Saint-Quentin-en-Yvelines (78),5000.0,Médailles,,380.0,275.0,195.0,100.0,,,,,,11-08-2024,11:00,11-08-2024,14:15
808,Olympiques,Cyclisme sur route,Contrelamontre individuel,Médailles de Contrelamontre individuel,Femmes,Invalides-Pont Alexandre-III,CRD01,48.8639833105464,2.313578721233772,Paris (75),9000.0,Médailles,,24.0,,,,,,,,,27-07-2024,14:30,27-07-2024,18:30
809,Olympiques,Cyclisme sur route,Contrelamontre individuel,Médailles de Contrelamontre individuel,Hommes,Invalides-Pont Alexandre-III,CRD01,48.8639833105464,2.313578721233772,Paris (75),9000.0,Médailles,,24.0,,,,,,,,,27-07-2024,14:30,27-07-2024,18:30
810,Olympiques,Cyclisme sur route,Course sur route,Médailles de Course sur route,Hommes,Trocadéro,CRD02,48.856262,2.2914,Paris (75),3349.0,Médailles,,24.0,,,,,,,,,03-08-2024,11:00,03-08-2024,18:15
811,Olympiques,Cyclisme sur route,Course sur route,Médailles de Course sur route,Femmes,Trocadéro,CRD03,48.856262,2.2914,Paris (75),3349.0,Médailles,,24.0,,,,,,,,,04-08-2024,14:00,04-08-2024,18:45
812,Olympiques,Escalade,Bloc,demi-finale,Hommes,Site d'escalade,CLB01,48.937188,2.420467,Le Bourget (93),6000.0,Qualifications,,90.0,65.0,40.0,24.0,,,,,,05-08-2024,10:00,05-08-2024,14:00
813,Olympiques,Escalade,Vitesse,qualifications,Femmes,Site d'escalade,CLB01,48.937188,2.420467,Le Bourget (93),6000.0,Qualifications,,90.0,65.0,40.0,24.0,,,,,,05-08-2024,10:00,05-08-2024,14:00
814,Olympiques,Escalade,Bloc,demi-finale,Femmes,Site d'escalade,CLB02,48.937188,2.420467,Le Bourget (93),6000.0,Qualifications,,90.0,65.0,40.0,24.0,,,,,,06-08-2024,10:00,06-08-2024,14:00
815,Olympiques,Escalade,Vitesse,qualifications,Hommes,Site d'escalade,CLB02,48.937188,2.420467,Le Bourget (93),6000.0,Qualifications,,90.0,65.0,40.0,24.0,,,,,,06-08-2024,10:00,06-08-2024,14:00
816,Olympiques,Escalade,Difficulté,demi-finale,Hommes,Site d'escalade,CLB03,48.937188,2.420467,Le Bourget (93),6000.0,Médailles,,180.0,135.0,85.0,50.0,,,,,,07-08-2024,10:00,07-08-2024,13:15
817,Olympiques,Escalade,Vitesse,finale,Femmes,Site d'escalade,CLB03,48.937188,2.420467,Le Bourget (93),6000.0,Médailles,,180.0,135.0,85.0,50.0,,,,,,07-08-2024,10:00,07-08-2024,13:15
818,Olympiques,Escalade,Difficulté,demi-finale,Femmes,Site d'escalade,CLB04,48.937188,2.420467,Le Bourget (93),6000.0,Médailles,,180.0,135.0,85.0,50.0,,,,,,08-08-2024,10:00,08-08-2024,13:15
819,Olympiques,Escalade,Vitesse,finale,Hommes,Site d'escalade,CLB04,48.937188,2.420467,Le Bourget (93),6000.0,Médailles,,180.0,135.0,85.0,50.0,,,,,,08-08-2024,10:00,08-08-2024,13:15
820,Olympiques,Escalade,Bloc & Difficulté,finale,Hommes,Site d'escalade,CLB05,48.937188,2.420467,Le Bourget (93),6000.0,Médailles,,180.0,135.0,85.0,50.0,,,,,,09-08-2024,10:15,09-08-2024,13:20
821,Olympiques,Escalade,Bloc & Difficulté,finale,Femmes,Site d'escalade,CLB06,48.937188,2.420467,Le Bourget (93),6000.0,Médailles,,180.0,135.0,85.0,50.0,,,,,,10-08-2024,10:15,10-08-2024,13:20
822,Olympiques,Escrime,Épée individuelle,tableau de 64,Femmes,Grand Palais,FEN01,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,27-07-2024,10:00,27-07-2024,16:40
823,Olympiques,Escrime,Sabre individuel,tableau de 64,Hommes,Grand Palais,FEN01,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,27-07-2024,10:00,27-07-2024,16:40
824,Olympiques,Escrime,Épée individuelle,tableau de 32,Femmes,Grand Palais,FEN01,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,27-07-2024,10:00,27-07-2024,16:40
825,Olympiques,Escrime,Sabre individuel,tableau de 32,Hommes,Grand Palais,FEN01,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,27-07-2024,10:00,27-07-2024,16:40
826,Olympiques,Escrime,Épée individuelle,tableau de 16,Femmes,Grand Palais,FEN01,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,27-07-2024,10:00,27-07-2024,16:40
827,Olympiques,Escrime,Sabre individuel,tableau de 16,Hommes,Grand Palais,FEN01,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,27-07-2024,10:00,27-07-2024,16:40
828,Olympiques,Escrime,Épée individuelle,1/4 finale,Femmes,Grand Palais,FEN01,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,27-07-2024,10:00,27-07-2024,16:40
829,Olympiques,Escrime,Sabre individuel,1/4 finale,Hommes,Grand Palais,FEN01,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,27-07-2024,10:00,27-07-2024,16:40
830,Olympiques,Escrime,Épée individuelle,1/2 finales,Femmes,Grand Palais,FEN02,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,27-07-2024,19:00,27-07-2024,22:50
831,Olympiques,Escrime,Sabre individuel,1/2 finales,Hommes,Grand Palais,FEN02,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,27-07-2024,19:00,27-07-2024,22:50
832,Olympiques,Escrime,Épée individuelle,match de bronze,Femmes,Grand Palais,FEN02,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,27-07-2024,19:00,27-07-2024,22:50
833,Olympiques,Escrime,Sabre individuel,match bronze,Hommes,Grand Palais,FEN02,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,27-07-2024,19:00,27-07-2024,22:50
834,Olympiques,Escrime,Épée individuelle,match d'or,Femmes,Grand Palais,FEN02,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,27-07-2024,19:00,27-07-2024,22:50
835,Olympiques,Escrime,Sabre individuel,match d'or,Hommes,Grand Palais,FEN02,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,27-07-2024,19:00,27-07-2024,22:50
836,Olympiques,Escrime,Fleuret individuel,tableau de 64,Femmes,Grand Palais,FEN03,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,28-07-2024,09:30,28-07-2024,16:50
837,Olympiques,Escrime,Épée individuelle,tableau de 64,Hommes,Grand Palais,FEN03,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,28-07-2024,09:30,28-07-2024,16:50
838,Olympiques,Escrime,Fleuret individuel,tableau de 32,Femmes,Grand Palais,FEN03,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,28-07-2024,09:30,28-07-2024,16:50
839,Olympiques,Escrime,Épée individuelle,tableau de 32,Hommes,Grand Palais,FEN03,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,28-07-2024,09:30,28-07-2024,16:50
840,Olympiques,Escrime,Fleuret individuel,tableau de 16,Femmes,Grand Palais,FEN03,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,28-07-2024,09:30,28-07-2024,16:50
841,Olympiques,Escrime,Épée individuelle,tableau de 16,Hommes,Grand Palais,FEN03,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,28-07-2024,09:30,28-07-2024,16:50
842,Olympiques,Escrime,Fleuret individuel,1/4 finale,Femmes,Grand Palais,FEN03,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,28-07-2024,09:30,28-07-2024,16:50
843,Olympiques,Escrime,Épée individuelle,1/4 finale,Hommes,Grand Palais,FEN03,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,28-07-2024,09:30,28-07-2024,16:50
844,Olympiques,Escrime,Fleuret individuel,1/2 finales,Femmes,Grand Palais,FEN04,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,28-07-2024,19:00,28-07-2024,23:10
845,Olympiques,Escrime,Épée individuelle,1/2 finales,Hommes,Grand Palais,FEN04,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,28-07-2024,19:00,28-07-2024,23:10
846,Olympiques,Escrime,Fleuret individuel,match bronze,Femmes,Grand Palais,FEN04,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,28-07-2024,19:00,28-07-2024,23:10
847,Olympiques,Escrime,Épée individuelle,match bronze,Hommes,Grand Palais,FEN04,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,28-07-2024,19:00,28-07-2024,23:10
848,Olympiques,Escrime,Fleuret individuel,match d'or,Femmes,Grand Palais,FEN04,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,28-07-2024,19:00,28-07-2024,23:10
849,Olympiques,Escrime,Épée individuelle,match d'or,Hommes,Grand Palais,FEN04,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,28-07-2024,19:00,28-07-2024,23:10
850,Olympiques,Escrime,Sabre individuel,tableau de 64,Femmes,Grand Palais,FEN05,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,29-07-2024,09:30,29-07-2024,16:50
851,Olympiques,Escrime,Fleuret individuel,tableau de 64,Hommes,Grand Palais,FEN05,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,29-07-2024,09:30,29-07-2024,16:50
852,Olympiques,Escrime,Sabre individuel,tableau de 32,Femmes,Grand Palais,FEN05,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,29-07-2024,09:30,29-07-2024,16:50
853,Olympiques,Escrime,Fleuret individuel,tableau de 32,Hommes,Grand Palais,FEN05,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,29-07-2024,09:30,29-07-2024,16:50
854,Olympiques,Escrime,Sabre individuel,tableau de 16,Femmes,Grand Palais,FEN05,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,29-07-2024,09:30,29-07-2024,16:50
855,Olympiques,Escrime,Fleuret individuel,tableau de 16,Hommes,Grand Palais,FEN05,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,29-07-2024,09:30,29-07-2024,16:50
856,Olympiques,Escrime,Sabre individuel,1/4 finale,Femmes,Grand Palais,FEN05,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,29-07-2024,09:30,29-07-2024,16:50
857,Olympiques,Escrime,Fleuret individuel,1/4 finale,Hommes,Grand Palais,FEN05,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,29-07-2024,09:30,29-07-2024,16:50
858,Olympiques,Escrime,Sabre individuel,1/2 finales,Femmes,Grand Palais,FEN06,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,29-07-2024,19:00,29-07-2024,23:10
859,Olympiques,Escrime,Fleuret individuel,1/2 finales,Hommes,Grand Palais,FEN06,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,29-07-2024,19:00,29-07-2024,23:10
860,Olympiques,Escrime,Sabre individuel,match bronze,Femmes,Grand Palais,FEN06,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,29-07-2024,19:00,29-07-2024,23:10
861,Olympiques,Escrime,Fleuret individuel,match bronze,Hommes,Grand Palais,FEN06,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,29-07-2024,19:00,29-07-2024,23:10
862,Olympiques,Escrime,Sabre individuel,match d'or,Femmes,Grand Palais,FEN06,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,29-07-2024,19:00,29-07-2024,23:10
863,Olympiques,Escrime,Fleuret individuel,match d'or,Hommes,Grand Palais,FEN06,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,29-07-2024,19:00,29-07-2024,23:10
864,Olympiques,Escrime,Épée par équipes,tableau de 16,Femmes,Grand Palais,FEN07,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,30-07-2024,12:00,30-07-2024,17:30
865,Olympiques,Escrime,Épée par équipes,1/4 finale,Femmes,Grand Palais,FEN07,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,30-07-2024,12:00,30-07-2024,17:30
866,Olympiques,Escrime,Épée par équipes,classement 5-8,Femmes,Grand Palais,FEN07,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,30-07-2024,12:00,30-07-2024,17:30
867,Olympiques,Escrime,Épée par équipes,1/2 finales,Femmes,Grand Palais,FEN07,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,30-07-2024,12:00,30-07-2024,17:30
868,Olympiques,Escrime,Épée par équipes,"placement 5-6, 7-8",Femmes,Grand Palais,FEN07,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,30-07-2024,12:00,30-07-2024,17:30
869,Olympiques,Escrime,Épée par équipes,match bronze,Femmes,Grand Palais,FEN08,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,30-07-2024,19:30,30-07-2024,21:40
870,Olympiques,Escrime,Épée par équipes,match d'or,Femmes,Grand Palais,FEN08,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,30-07-2024,19:30,30-07-2024,21:40
871,Olympiques,Escrime,Sabre par équipes,tableau de 16,Hommes,Grand Palais,FEN09,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,31-07-2024,12:00,31-07-2024,17:30
872,Olympiques,Escrime,Sabre par équipes,1/4 finale,Hommes,Grand Palais,FEN09,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,31-07-2024,12:00,31-07-2024,17:30
873,Olympiques,Escrime,Sabre par équipes,classement 5-8,Hommes,Grand Palais,FEN09,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,31-07-2024,12:00,31-07-2024,17:30
874,Olympiques,Escrime,Sabre par équipes,1/2 finales,Hommes,Grand Palais,FEN09,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,31-07-2024,12:00,31-07-2024,17:30
875,Olympiques,Escrime,Sabre par équipes,"placement 5-6, 7-8",Hommes,Grand Palais,FEN09,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,31-07-2024,12:00,31-07-2024,17:30
876,Olympiques,Escrime,Sabre par équipes,match bronze,Hommes,Grand Palais,FEN10,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,31-07-2024,19:30,31-07-2024,21:40
877,Olympiques,Escrime,Sabre par équipes,match d'or,Hommes,Grand Palais,FEN10,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,31-07-2024,19:30,31-07-2024,21:40
878,Olympiques,Escrime,Fleuret par équipes,tableau de 16,Femmes,Grand Palais,FEN11,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,01-08-2024,10:00,01-08-2024,17:10
879,Olympiques,Escrime,Fleuret par équipes,1/4 finale,Femmes,Grand Palais,FEN11,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,01-08-2024,10:00,01-08-2024,17:10
880,Olympiques,Escrime,Fleuret par équipes,classement 5-8,Femmes,Grand Palais,FEN11,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,01-08-2024,10:00,01-08-2024,17:10
881,Olympiques,Escrime,Fleuret par équipes,1/2 finales,Femmes,Grand Palais,FEN11,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,01-08-2024,10:00,01-08-2024,17:10
882,Olympiques,Escrime,Fleuret par équipes,"placement 5-6, 7-8",Femmes,Grand Palais,FEN11,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,150.0,100.0,50.0,24.0,,,,,,01-08-2024,10:00,01-08-2024,17:10
883,Olympiques,Escrime,Fleuret par équipes,match bronze,Femmes,Grand Palais,FEN12,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,01-08-2024,19:10,01-08-2024,22:00
884,Olympiques,Escrime,Fleuret par équipes,match d'or,Femmes,Grand Palais,FEN12,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,290.0,215.0,155.0,90.0,,,,,,01-08-2024,19:10,01-08-2024,22:00
