,Jeux,Discipline,Épreuve,Phase,Genre,Lieu,Session,latitude,longitude,ville,capacité,Enjeu,Catégorie_First,Catégorie_A,Catégorie_B,Catégorie_C,Catégorie_D,Catégorie_E+,Catégorie_E,Catégorie_First_PFR,Catégorie_A_PFR,Catégorie_B_PFR,Date_Début,Heure_Début,Date_Fin,Heure_Fin
0,Olympiques,Cérémonie,Cérémonie d'ouverture,Cérémonie de Cérémonie d'ouverture,Mixte,Quais de Seine,OOC01,48.8634,2.3049,Paris (75),326000.0,Cérémonie,,2700.0,1600.0,900.0,500.0,250.0,90.0,,,,26-07-2024,20:00,26-07-2024,23:15
1,Olympiques,Cérémonie,Cérémonie de clôture,Cérémonie de Cérémonie de clôture,Mixte,Stade de France,OOC01,48.924388,2.359871,Saint-Denis (93),77083.0,Cérémonie,,2700.0,1600.0,900.0,500.0,250.0,90.0,,,,11-08-2024,20:00,11-08-2024,23:15
2,Olympiques,Athlétisme,20 km marche,finale,Hommes,Trocadéro,ATH01,48.856262,2.2914,Paris (75),3349.0,Qualifications,,200.0,130.0,75.0,40.0,,,,,,01-08-2024,07:30,01-08-2024,11:05
3,Olympiques,Athlétisme,20 km marche,finale,Femmes,Trocadéro,ATH01,48.856262,2.2914,Paris (75),3349.0,Qualifications,,200.0,130.0,75.0,40.0,,,,,,01-08-2024,07:30,01-08-2024,11:05
4,Olympiques,Athlétisme,Décathlon  100 m,Médailles de Décathlon  100 m,Hommes,Stade de France,ATH02,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,02-08-2024,10:00,02-08-2024,13:00
5,Olympiques,Athlétisme,Lancer de marteau,qualifications,Hommes,Stade de France,ATH02,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,02-08-2024,10:00,02-08-2024,13:00
6,Olympiques,Athlétisme,Saut en hauteur,qualifications,Femmes,Stade de France,ATH02,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,02-08-2024,10:00,02-08-2024,13:00
7,Olympiques,Athlétisme,100 m,tour préliminaire,Femmes,Stade de France,ATH02,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,02-08-2024,10:00,02-08-2024,13:00
8,Olympiques,Athlétisme,Décathlon  saut en longueur,Médailles de Décathlon  saut en longueur,Hommes,Stade de France,ATH02,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,02-08-2024,10:00,02-08-2024,13:00
9,Olympiques,Athlétisme,1 500 m,1er tour,Hommes,Stade de France,ATH02,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,02-08-2024,10:00,02-08-2024,13:00
10,Olympiques,Athlétisme,100 m,1er tour,Femmes,Stade de France,ATH02,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,02-08-2024,10:00,02-08-2024,13:00
11,Olympiques,Athlétisme,Décathlon  lancer de poids,Médailles de Décathlon  lancer de poids,Hommes,Stade de France,ATH02,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,02-08-2024,10:00,02-08-2024,13:00
12,Olympiques,Athlétisme,Décathlon  saut en hauteur,Qualifications de Décathlon  saut en hauteur,Hommes,Stade de France,ATH03,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,200.0,130.0,75.0,40.0,,,,,,02-08-2024,17:40,02-08-2024,22:00
13,Olympiques,Athlétisme,5 000 m,1er tour,Femmes,Stade de France,ATH03,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,200.0,130.0,75.0,40.0,,,,,,02-08-2024,17:40,02-08-2024,22:00
14,Olympiques,Athlétisme,Triple saut,qualifications,Femmes,Stade de France,ATH03,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,200.0,130.0,75.0,40.0,,,,,,02-08-2024,17:40,02-08-2024,22:00
15,Olympiques,Athlétisme,Lancer de disque,qualifications,Femmes,Stade de France,ATH03,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,200.0,130.0,75.0,40.0,,,,,,02-08-2024,17:40,02-08-2024,22:00
16,Olympiques,Athlétisme,Relais 4 x 400 m  mixte,1er tour,Mixte,Stade de France,ATH03,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,200.0,130.0,75.0,40.0,,,,,,02-08-2024,17:40,02-08-2024,22:00
17,Olympiques,Athlétisme,800 m,1er tour,Femmes,Stade de France,ATH03,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,200.0,130.0,75.0,40.0,,,,,,02-08-2024,17:40,02-08-2024,22:00
18,Olympiques,Athlétisme,Lancer de poids,qualifications,Hommes,Stade de France,ATH03,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,200.0,130.0,75.0,40.0,,,,,,02-08-2024,17:40,02-08-2024,22:00
19,Olympiques,Athlétisme,Décathlon  400 m,Qualifications de Décathlon  400 m,Hommes,Stade de France,ATH03,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,200.0,130.0,75.0,40.0,,,,,,02-08-2024,17:40,02-08-2024,22:00
20,Olympiques,Athlétisme,10 000 m,finale,Hommes,Stade de France,ATH03,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,200.0,130.0,75.0,40.0,,,,,,02-08-2024,17:40,02-08-2024,22:00
21,Olympiques,Athlétisme,Décathlon  110 m haies,Médailles de Décathlon  110 m haies,Hommes,Stade de France,ATH04,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,03-08-2024,10:00,03-08-2024,16:00
22,Olympiques,Athlétisme,Saut à la perche,qualifications,Hommes,Stade de France,ATH04,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,03-08-2024,10:00,03-08-2024,16:00
23,Olympiques,Athlétisme,100 m,tour préliminaire,Hommes,Stade de France,ATH04,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,03-08-2024,10:00,03-08-2024,16:00
24,Olympiques,Athlétisme,Décathlon  lancer de disque,Médailles de Décathlon  lancer de disque,Hommes,Stade de France,ATH04,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,03-08-2024,10:00,03-08-2024,16:00
25,Olympiques,Athlétisme,800 m,Repêchages,Femmes,Stade de France,ATH04,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,03-08-2024,10:00,03-08-2024,16:00
26,Olympiques,Athlétisme,100 m,1er tour,Hommes,Stade de France,ATH04,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,03-08-2024,10:00,03-08-2024,16:00
27,Olympiques,Athlétisme,Décathlon  saut à la perche,Médailles de Décathlon  saut à la perche,Hommes,Stade de France,ATH04,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,03-08-2024,10:00,03-08-2024,16:00
28,Olympiques,Athlétisme,1 500 m,Repêchages,Hommes,Stade de France,ATH05,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,03-08-2024,19:00,03-08-2024,22:00
29,Olympiques,Athlétisme,Lancer de poids,finale,Hommes,Stade de France,ATH05,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,03-08-2024,19:00,03-08-2024,22:00
30,Olympiques,Athlétisme,100 m,demi-finales,Femmes,Stade de France,ATH05,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,03-08-2024,19:00,03-08-2024,22:00
31,Olympiques,Athlétisme,Décathlon  lancer de javelot,Qualifications de Décathlon  lancer de javelot,Hommes,Stade de France,ATH05,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,03-08-2024,19:00,03-08-2024,22:00
32,Olympiques,Athlétisme,Triple saut,finale,Femmes,Stade de France,ATH05,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,03-08-2024,19:00,03-08-2024,22:00
33,Olympiques,Athlétisme,Relais 4 x 400 m  mixte,finale,Mixte,Stade de France,ATH05,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,03-08-2024,19:00,03-08-2024,22:00
34,Olympiques,Athlétisme,100 m,finale,Femmes,Stade de France,ATH05,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,03-08-2024,19:00,03-08-2024,22:00
35,Olympiques,Athlétisme,Décathlon  1 500 m,Qualifications de Décathlon  1 500 m,Hommes,Stade de France,ATH05,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,03-08-2024,19:00,03-08-2024,22:00
36,Olympiques,Athlétisme,3 000 m steeple,1er tour,Femmes,Stade de France,ATH06,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,980.0,525.0,295.0,125.0,,,,,,04-08-2024,10:00,04-08-2024,13:15
37,Olympiques,Athlétisme,Lancer de marteau,qualifications,Femmes,Stade de France,ATH06,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,980.0,525.0,295.0,125.0,,,,,,04-08-2024,10:00,04-08-2024,13:15
38,Olympiques,Athlétisme,200 m,1er tour,Femmes,Stade de France,ATH06,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,980.0,525.0,295.0,125.0,,,,,,04-08-2024,10:00,04-08-2024,13:15
39,Olympiques,Athlétisme,Saut en longueur,qualifications,Hommes,Stade de France,ATH06,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,980.0,525.0,295.0,125.0,,,,,,04-08-2024,10:00,04-08-2024,13:15
40,Olympiques,Athlétisme,110 m haies,1er tour,Hommes,Stade de France,ATH06,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,980.0,525.0,295.0,125.0,,,,,,04-08-2024,10:00,04-08-2024,13:15
41,Olympiques,Athlétisme,400 m haies,1er tour,Femmes,Stade de France,ATH06,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,980.0,525.0,295.0,125.0,,,,,,04-08-2024,10:00,04-08-2024,13:15
42,Olympiques,Athlétisme,110 m haies,1er tour,Hommes,Stade de France,ATH06,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,980.0,525.0,295.0,125.0,,,,,,04-08-2024,10:00,04-08-2024,13:15
43,Olympiques,Athlétisme,400 m,1er tour,Hommes,Stade de France,ATH07,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,04-08-2024,18:30,04-08-2024,22:00
44,Olympiques,Athlétisme,Saut en hauteur,finale,Femmes,Stade de France,ATH07,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,04-08-2024,18:30,04-08-2024,22:00
45,Olympiques,Athlétisme,100 m,demi-finales,Hommes,Stade de France,ATH07,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,04-08-2024,18:30,04-08-2024,22:00
46,Olympiques,Athlétisme,Lancer de marteau,finale,Hommes,Stade de France,ATH07,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,04-08-2024,18:30,04-08-2024,22:00
47,Olympiques,Athlétisme,800 m,demi-finales,Femmes,Stade de France,ATH07,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,04-08-2024,18:30,04-08-2024,22:00
48,Olympiques,Athlétisme,1 500 m,demi-finales,Hommes,Stade de France,ATH07,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,04-08-2024,18:30,04-08-2024,22:00
49,Olympiques,Athlétisme,100 m,finale,Hommes,Stade de France,ATH07,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,04-08-2024,18:30,04-08-2024,22:00
50,Olympiques,Athlétisme,400 m haies,1er tour,Hommes,Stade de France,ATH08,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,05-08-2024,10:00,05-08-2024,13:15
51,Olympiques,Athlétisme,Lancer de disque,qualifications,Hommes,Stade de France,ATH08,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,05-08-2024,10:00,05-08-2024,13:15
52,Olympiques,Athlétisme,Saut à la perche,qualifications,Femmes,Stade de France,ATH08,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,05-08-2024,10:00,05-08-2024,13:15
53,Olympiques,Athlétisme,400 m haies,Repêchages,Femmes,Stade de France,ATH08,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,05-08-2024,10:00,05-08-2024,13:15
54,Olympiques,Athlétisme,400 m,Repêchages,Hommes,Stade de France,ATH08,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,05-08-2024,10:00,05-08-2024,13:15
55,Olympiques,Athlétisme,400 m,1er tour,Femmes,Stade de France,ATH08,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,05-08-2024,10:00,05-08-2024,13:15
56,Olympiques,Athlétisme,200 m,Repechages,Femmes,Stade de France,ATH08,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,05-08-2024,10:00,05-08-2024,13:15
57,Olympiques,Athlétisme,Saut à la perche,finale,Hommes,Stade de France,ATH09,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,05-08-2024,18:30,05-08-2024,22:00
58,Olympiques,Athlétisme,3 000 m steeple,1er tour,Hommes,Stade de France,ATH09,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,05-08-2024,18:30,05-08-2024,22:00
59,Olympiques,Athlétisme,200 m,1er tour,Hommes,Stade de France,ATH09,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,05-08-2024,18:30,05-08-2024,22:00
60,Olympiques,Athlétisme,Lancer de disque,finale,Femmes,Stade de France,ATH09,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,05-08-2024,18:30,05-08-2024,22:00
61,Olympiques,Athlétisme,200 m,demi-finales,Femmes,Stade de France,ATH09,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,05-08-2024,18:30,05-08-2024,22:00
62,Olympiques,Athlétisme,5 000 m,finale,Femmes,Stade de France,ATH09,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,05-08-2024,18:30,05-08-2024,22:00
63,Olympiques,Athlétisme,800 m,finale,Femmes,Stade de France,ATH09,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,05-08-2024,18:30,05-08-2024,22:00
64,Olympiques,Athlétisme,1 500 m,1er tour,Femmes,Stade de France,ATH10,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,06-08-2024,10:00,06-08-2024,13:00
65,Olympiques,Athlétisme,Lancer de javelot,qualifications,Hommes,Stade de France,ATH10,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,06-08-2024,10:00,06-08-2024,13:00
66,Olympiques,Athlétisme,110 m haies,Repêchages,Hommes,Stade de France,ATH10,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,06-08-2024,10:00,06-08-2024,13:00
67,Olympiques,Athlétisme,Saut en longueur,qualifications,Femmes,Stade de France,ATH10,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,06-08-2024,10:00,06-08-2024,13:00
68,Olympiques,Athlétisme,400 m,Repêchages,Femmes,Stade de France,ATH10,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,06-08-2024,10:00,06-08-2024,13:00
69,Olympiques,Athlétisme,400 m haies,Repêchages,Hommes,Stade de France,ATH10,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,06-08-2024,10:00,06-08-2024,13:00
70,Olympiques,Athlétisme,200 m,Repêchages,Hommes,Stade de France,ATH10,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,06-08-2024,10:00,06-08-2024,13:00
71,Olympiques,Athlétisme,400 m,demi-finales,Hommes,Stade de France,ATH11,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,06-08-2024,19:00,06-08-2024,22:00
72,Olympiques,Athlétisme,Lancer de marteau,finale,Femmes,Stade de France,ATH11,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,06-08-2024,19:00,06-08-2024,22:00
73,Olympiques,Athlétisme,400 m haies,demi-finales,Femmes,Stade de France,ATH11,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,06-08-2024,19:00,06-08-2024,22:00
74,Olympiques,Athlétisme,Saut en longueur,finale,Hommes,Stade de France,ATH11,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,06-08-2024,19:00,06-08-2024,22:00
75,Olympiques,Athlétisme,1 500 m,finale,Hommes,Stade de France,ATH11,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,06-08-2024,19:00,06-08-2024,22:00
76,Olympiques,Athlétisme,3 000 m steeplechase,finale,Femmes,Stade de France,ATH11,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,06-08-2024,19:00,06-08-2024,22:00
77,Olympiques,Athlétisme,200 m,finale,Femmes,Stade de France,ATH11,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,06-08-2024,19:00,06-08-2024,22:00
78,Olympiques,Athlétisme,Marche sur un marathon en relais mixte,Médailles de Marche sur un marathon en relais mixte,Mixte,Trocadéro,ATH12,48.856262,2.2914,Paris (75),3349.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,07-08-2024,07:30,07-08-2024,10:50
79,Olympiques,Athlétisme,Saut en hauteur,qualifications,Hommes,Stade de France,ATH13,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,07-08-2024,10:00,07-08-2024,13:05
80,Olympiques,Athlétisme,100 m haies,1er tour,Femmes,Stade de France,ATH13,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,07-08-2024,10:00,07-08-2024,13:05
81,Olympiques,Athlétisme,Lancer de javelot,qualifications,Femmes,Stade de France,ATH13,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,07-08-2024,10:00,07-08-2024,13:05
82,Olympiques,Athlétisme,5 000 m,1er tour,Hommes,Stade de France,ATH13,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,07-08-2024,10:00,07-08-2024,13:05
83,Olympiques,Athlétisme,800 m,1er tour,Hommes,Stade de France,ATH13,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,07-08-2024,10:00,07-08-2024,13:05
84,Olympiques,Athlétisme,1 500 m,R,Femmes,Stade de France,ATH13,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,07-08-2024,10:00,07-08-2024,13:05
85,Olympiques,Athlétisme,Saut à la perche,finale,Femmes,Stade de France,ATH14,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,980.0,525.0,295.0,125.0,,,,,,07-08-2024,18:30,07-08-2024,22:00
86,Olympiques,Athlétisme,110 m haies,demi-finales,Hommes,Stade de France,ATH14,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,980.0,525.0,295.0,125.0,,,,,,07-08-2024,18:30,07-08-2024,22:00
87,Olympiques,Athlétisme,Triple saut,qualifications,Hommes,Stade de France,ATH14,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,980.0,525.0,295.0,125.0,,,,,,07-08-2024,18:30,07-08-2024,22:00
88,Olympiques,Athlétisme,400 m haies,demi-finales,Hommes,Stade de France,ATH14,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,980.0,525.0,295.0,125.0,,,,,,07-08-2024,18:30,07-08-2024,22:00
89,Olympiques,Athlétisme,200 m,demi-finales,Hommes,Stade de France,ATH14,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,980.0,525.0,295.0,125.0,,,,,,07-08-2024,18:30,07-08-2024,22:00
90,Olympiques,Athlétisme,Lancer de disque,finale,Hommes,Stade de France,ATH14,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,980.0,525.0,295.0,125.0,,,,,,07-08-2024,18:30,07-08-2024,22:00
91,Olympiques,Athlétisme,400 m,demi-finales,Femmes,Stade de France,ATH14,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,980.0,525.0,295.0,125.0,,,,,,07-08-2024,18:30,07-08-2024,22:00
92,Olympiques,Athlétisme,400 m,finale,Hommes,Stade de France,ATH14,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,980.0,525.0,295.0,125.0,,,,,,07-08-2024,18:30,07-08-2024,22:00
93,Olympiques,Athlétisme,3 000 m steeple,finale,Hommes,Stade de France,ATH14,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,980.0,525.0,295.0,125.0,,,,,,07-08-2024,18:30,07-08-2024,22:00
94,Olympiques,Athlétisme,Heptathlon  100 m haies,Qualifications de Heptathlon  100 m haies,Femmes,Stade de France,ATH15,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,08-08-2024,10:00,08-08-2024,13:00
95,Olympiques,Athlétisme,Lancer de poids,qualifications,Femmes,Stade de France,ATH15,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,08-08-2024,10:00,08-08-2024,13:00
96,Olympiques,Athlétisme,100 m haies,Repêchages,Femmes,Stade de France,ATH15,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,08-08-2024,10:00,08-08-2024,13:00
97,Olympiques,Athlétisme,Heptathlon  saut en hauteur,Qualifications de Heptathlon  saut en hauteur,Femmes,Stade de France,ATH15,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,08-08-2024,10:00,08-08-2024,13:00
98,Olympiques,Athlétisme,Relais 4 x 100 m,1er tour,Femmes,Stade de France,ATH15,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,08-08-2024,10:00,08-08-2024,13:00
99,Olympiques,Athlétisme,Relais 4 x 100 m,1er tour,Hommes,Stade de France,ATH15,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,08-08-2024,10:00,08-08-2024,13:00
100,Olympiques,Athlétisme,800 m,Repêchages,Hommes,Stade de France,ATH15,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,,170.0,90.0,50.0,24.0,,,,,,08-08-2024,10:00,08-08-2024,13:00
101,Olympiques,Athlétisme,Heptathlon  lancer de poids,Médailles de Heptathlon  lancer de poids,Femmes,Stade de France,ATH16,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,08-08-2024,19:00,08-08-2024,22:00
102,Olympiques,Athlétisme,1 500 m,demi-finales,Femmes,Stade de France,ATH16,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,08-08-2024,19:00,08-08-2024,22:00
103,Olympiques,Athlétisme,Saut en longueur,finale,Femmes,Stade de France,ATH16,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,08-08-2024,19:00,08-08-2024,22:00
104,Olympiques,Athlétisme,Lancer de javelot,finale,Hommes,Stade de France,ATH16,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,08-08-2024,19:00,08-08-2024,22:00
105,Olympiques,Athlétisme,200 m,finale,Hommes,Stade de France,ATH16,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,08-08-2024,19:00,08-08-2024,22:00
106,Olympiques,Athlétisme,Heptathlon  200 m,Médailles de Heptathlon  200 m,Femmes,Stade de France,ATH16,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,08-08-2024,19:00,08-08-2024,22:00
107,Olympiques,Athlétisme,400 m haies,finale,Femmes,Stade de France,ATH16,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,08-08-2024,19:00,08-08-2024,22:00
108,Olympiques,Athlétisme,110 m haies,finale,Hommes,Stade de France,ATH16,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,08-08-2024,19:00,08-08-2024,22:00
109,Olympiques,Athlétisme,Heptathlon  saut en longueur,Médailles de Heptathlon  saut en longueur,Femmes,Stade de France,ATH17,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,980.0,525.0,295.0,125.0,,,,,,09-08-2024,10:00,09-08-2024,13:15
110,Olympiques,Athlétisme,Relais 4 x 400 m,1er tour,Femmes,Stade de France,ATH17,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,980.0,525.0,295.0,125.0,,,,,,09-08-2024,10:00,09-08-2024,13:15
111,Olympiques,Athlétisme,Relais 4 x 400 m,1er tour,Hommes,Stade de France,ATH17,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,980.0,525.0,295.0,125.0,,,,,,09-08-2024,10:00,09-08-2024,13:15
112,Olympiques,Athlétisme,Heptathlon  lancer de javelot,Médailles de Heptathlon  lancer de javelot,Femmes,Stade de France,ATH17,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,980.0,525.0,295.0,125.0,,,,,,09-08-2024,10:00,09-08-2024,13:15
113,Olympiques,Athlétisme,800 m,demi-finales,Hommes,Stade de France,ATH17,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,980.0,525.0,295.0,125.0,,,,,,09-08-2024,10:00,09-08-2024,13:15
114,Olympiques,Athlétisme,100 m haies,demi-finales,Femmes,Stade de France,ATH17,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,,980.0,525.0,295.0,125.0,,,,,,09-08-2024,10:00,09-08-2024,13:15
